dhs_cc,ctry_code,surv_id,file_type,phase,url
CM,CM,101,KR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMKR31FL.zip&Tp=1&Ctry_Code=CM&surv_id=101&dm=1&dmode=nm
CM,CM,232,KR,44,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMKR44FL.zip&Tp=1&Ctry_Code=CM&surv_id=232&dm=1&dmode=nm
CM,CM,337,KR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMKR61FL.zip&Tp=1&Ctry_Code=CM&surv_id=337&dm=1&dmode=nm
CM,CM,511,KR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMKR71FL.zip&Tp=1&Ctry_Code=CM&surv_id=511&dm=1&dmode=nm
CM,CM,563,KR,82,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMKR82FL.zip&Tp=1&Ctry_Code=CM&surv_id=563&dm=1&dmode=nm
CM,CM,38,MR,21,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMMR21FL.zip&Tp=1&Ctry_Code=CM&surv_id=38&dm=1&dmode=nm
CM,CM,101,MR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMMR31FL.zip&Tp=1&Ctry_Code=CM&surv_id=101&dm=1&dmode=nm
CM,CM,232,MR,44,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMMR44FL.zip&Tp=1&Ctry_Code=CM&surv_id=232&dm=1&dmode=nm
CM,CM,337,MR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMMR61FL.zip&Tp=1&Ctry_Code=CM&surv_id=337&dm=1&dmode=nm
CM,CM,511,MR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMMR71FL.zip&Tp=1&Ctry_Code=CM&surv_id=511&dm=1&dmode=nm
CM,CM,38,PR,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMPR22FL.zip&Tp=1&Ctry_Code=CM&surv_id=38&dm=1&dmode=nm
CM,CM,101,PR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMPR31FL.zip&Tp=1&Ctry_Code=CM&surv_id=101&dm=1&dmode=nm
CM,CM,232,PR,45,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMPR45FL.zip&Tp=1&Ctry_Code=CM&surv_id=232&dm=1&dmode=nm
CM,CM,337,PR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMPR61FL.zip&Tp=1&Ctry_Code=CM&surv_id=337&dm=1&dmode=nm
CM,CM,511,PR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMPR71FL.zip&Tp=1&Ctry_Code=CM&surv_id=511&dm=1&dmode=nm
CM,CM,563,PR,82,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMPR82FL.zip&Tp=1&Ctry_Code=CM&surv_id=563&dm=1&dmode=nm
CM,CM,38,SQ,21,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMSQ21FL.zip&Tp=1&Ctry_Code=CM&surv_id=38&dm=1&dmode=nm
CM,CM,38,WI,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMWI22FL.zip&Tp=1&Ctry_Code=CM&surv_id=38&dm=1&dmode=nm
CM,CM,101,WI,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMWI31FL.zip&Tp=1&Ctry_Code=CM&surv_id=101&dm=1&dmode=nm
CM,CM,38,GE,23,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMGE23FL.zip&Tp=2&Ctry_Code=CM&surv_id=38&dm=1&dmode=nm
CM,CM,232,GE,42,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMGE42FL.zip&Tp=2&Ctry_Code=CM&surv_id=232&dm=1&dmode=nm
CM,CM,337,GE,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMGE61FL.zip&Tp=2&Ctry_Code=CM&surv_id=337&dm=1&dmode=nm
CM,CM,511,GE,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMGE71FL.zip&Tp=2&Ctry_Code=CM&surv_id=511&dm=1&dmode=nm
CM,CM,563,GE,81,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CMGE81FL.zip&Tp=2&Ctry_Code=CM&surv_id=563&dm=1&dmode=nm
CF,CF,66,BR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFBR31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,CR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFCR31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,HR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFHR31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,HW,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFHW31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,IR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFIR31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,KR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFKR31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,MR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFMR31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,PR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFPR31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,SQ,33,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFSQ33FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,WI,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFWI31FL.zip&Tp=1&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
CF,CF,66,GE,33,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CFGE33FL.zip&Tp=2&Ctry_Code=CF&surv_id=66&dm=1&dmode=nm
TD,TD,83,BR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDBR31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,BR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDBR41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,465,BR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDBR71FL.zip&Tp=1&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
TD,TD,83,CR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDCR31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,CR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDCR41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,465,CR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDCR71FL.zip&Tp=1&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
TD,TD,83,HR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDHR31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,HR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDHR41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,465,HR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDHR71FL.zip&Tp=1&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
TD,TD,83,HW,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDHW31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,HW,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDHW41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,83,IR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDIR31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,IR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDIR41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,465,IR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDIR71FL.zip&Tp=1&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
TD,TD,83,KR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDKR31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,KR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDKR41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,465,KR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDKR71FL.zip&Tp=1&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
TD,TD,83,MR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDMR31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,MR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDMR41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,465,MR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDMR71FL.zip&Tp=1&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
TD,TD,83,PR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDPR31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,PR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDPR41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,465,PR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDPR71FL.zip&Tp=1&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
TD,TD,83,SQ,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDSQ32FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,215,SQ,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDSQ41FL.zip&Tp=1&Ctry_Code=TD&surv_id=215&dm=1&dmode=nm
TD,TD,83,WI,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDWI31FL.zip&Tp=1&Ctry_Code=TD&surv_id=83&dm=1&dmode=nm
TD,TD,465,GE,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=TDGE71FL.zip&Tp=2&Ctry_Code=TD&surv_id=465&dm=1&dmode=nm
CO,CO,4,BR,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COBR01FL.zip&Tp=1&Ctry_Code=CO&surv_id=4&dm=1&dmode=nm
CO,CO,30,BR,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COBR22FL.zip&Tp=1&Ctry_Code=CO&surv_id=30&dm=1&dmode=nm
CO,CO,72,BR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COBR31FL.zip&Tp=1&Ctry_Code=CO&surv_id=72&dm=1&dmode=nm
CO,CO,141,BR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COBR41FL.zip&Tp=1&Ctry_Code=CO&surv_id=141&dm=1&dmode=nm
CO,CO,255,BR,53,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COBR53FL.zip&Tp=1&Ctry_Code=CO&surv_id=255&dm=1&dmode=nm
CO,CO,381,BR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COBR61FL.zip&Tp=1&Ctry_Code=CO&surv_id=381&dm=1&dmode=nm
CO,CO,476,BR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COBR72FL.zip&Tp=1&Ctry_Code=CO&surv_id=476&dm=1&dmode=nm
CO,CO,476,CR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COCR71FL.zip&Tp=1&Ctry_Code=CO&surv_id=476&dm=1&dmode=nm
CO,CO,4,HH,02,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHH02FL.zip&Tp=1&Ctry_Code=CO&surv_id=4&dm=1&dmode=nm
CO,CO,30,HR,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHR22FL.zip&Tp=1&Ctry_Code=CO&surv_id=30&dm=1&dmode=nm
CO,CO,72,HR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHR31FL.zip&Tp=1&Ctry_Code=CO&surv_id=72&dm=1&dmode=nm
CO,CO,141,HR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHR41FL.zip&Tp=1&Ctry_Code=CO&surv_id=141&dm=1&dmode=nm
CO,CO,255,HR,53,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHR53FL.zip&Tp=1&Ctry_Code=CO&surv_id=255&dm=1&dmode=nm
CO,CO,381,HR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHR61FL.zip&Tp=1&Ctry_Code=CO&surv_id=381&dm=1&dmode=nm
CO,CO,476,HR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHR72FL.zip&Tp=1&Ctry_Code=CO&surv_id=476&dm=1&dmode=nm
CO,CO,4,HW,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHW01FL.zip&Tp=1&Ctry_Code=CO&surv_id=4&dm=1&dmode=nm
CO,CO,72,HW,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHW31FL.zip&Tp=1&Ctry_Code=CO&surv_id=72&dm=1&dmode=nm
CO,CO,141,HW,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHW41FL.zip&Tp=1&Ctry_Code=CO&surv_id=141&dm=1&dmode=nm
CO,CO,255,HW,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COHW51FL.zip&Tp=1&Ctry_Code=CO&surv_id=255&dm=1&dmode=nm
CO,CO,4,IR,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COIR01FL.zip&Tp=1&Ctry_Code=CO&surv_id=4&dm=1&dmode=nm
CO,CO,30,IR,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COIR22FL.zip&Tp=1&Ctry_Code=CO&surv_id=30&dm=1&dmode=nm
CO,CO,72,IR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COIR31FL.zip&Tp=1&Ctry_Code=CO&surv_id=72&dm=1&dmode=nm
CO,CO,141,IR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COIR41FL.zip&Tp=1&Ctry_Code=CO&surv_id=141&dm=1&dmode=nm
CO,CO,255,IR,53,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COIR53FL.zip&Tp=1&Ctry_Code=CO&surv_id=255&dm=1&dmode=nm
CO,CO,381,IR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COIR61FL.zip&Tp=1&Ctry_Code=CO&surv_id=381&dm=1&dmode=nm
CO,CO,476,IR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COIR72FL.zip&Tp=1&Ctry_Code=CO&surv_id=476&dm=1&dmode=nm
CO,CO,4,KR,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COKR01FL.zip&Tp=1&Ctry_Code=CO&surv_id=4&dm=1&dmode=nm
CO,CO,30,KR,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COKR22FL.zip&Tp=1&Ctry_Code=CO&surv_id=30&dm=1&dmode=nm
CO,CO,72,KR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COKR31FL.zip&Tp=1&Ctry_Code=CO&surv_id=72&dm=1&dmode=nm
CO,CO,141,KR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COKR41FL.zip&Tp=1&Ctry_Code=CO&surv_id=141&dm=1&dmode=nm
CO,CO,255,KR,53,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COKR53FL.zip&Tp=1&Ctry_Code=CO&surv_id=255&dm=1&dmode=nm
CO,CO,381,KR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COKR61FL.zip&Tp=1&Ctry_Code=CO&surv_id=381&dm=1&dmode=nm
CO,CO,476,KR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COKR72FL.zip&Tp=1&Ctry_Code=CO&surv_id=476&dm=1&dmode=nm
CO,CO,476,MR,71,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COMR71FL.zip&Tp=1&Ctry_Code=CO&surv_id=476&dm=1&dmode=nm
CO,CO,381,OD,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COOD61FL.zip&Tp=1&Ctry_Code=CO&surv_id=381&dm=1&dmode=nm
CO,CO,30,PR,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COPR22FL.zip&Tp=1&Ctry_Code=CO&surv_id=30&dm=1&dmode=nm
CO,CO,72,PR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COPR31FL.zip&Tp=1&Ctry_Code=CO&surv_id=72&dm=1&dmode=nm
CO,CO,141,PR,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COPR41FL.zip&Tp=1&Ctry_Code=CO&surv_id=141&dm=1&dmode=nm
CO,CO,255,PR,53,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COPR53FL.zip&Tp=1&Ctry_Code=CO&surv_id=255&dm=1&dmode=nm
CO,CO,381,PR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COPR61FL.zip&Tp=1&Ctry_Code=CO&surv_id=381&dm=1&dmode=nm
CO,CO,476,PR,72,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COPR72FL.zip&Tp=1&Ctry_Code=CO&surv_id=476&dm=1&dmode=nm
CO,CO,4,SQ,01,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COSQ01FL.zip&Tp=1&Ctry_Code=CO&surv_id=4&dm=1&dmode=nm
CO,CO,30,WI,22,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COWI22FL.zip&Tp=1&Ctry_Code=CO&surv_id=30&dm=1&dmode=nm
CO,CO,72,WI,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COWI31FL.zip&Tp=1&Ctry_Code=CO&surv_id=72&dm=1&dmode=nm
CO,CO,141,WI,41,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COWI41FL.zip&Tp=1&Ctry_Code=CO&surv_id=141&dm=1&dmode=nm
CO,CO,381,GE,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=COGE61FL.zip&Tp=2&Ctry_Code=CO&surv_id=381&dm=1&dmode=nm
KM,KM,93,BR,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMBR32FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,BR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMBR61FL.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
KM,KM,93,CR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMCR31FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,CR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMCR61FL.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
KM,KM,93,HR,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMHR32FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,HR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMHR61FL.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
KM,KM,93,HW,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMHW32FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,93,IR,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMIR32FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,IR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMIR61FL.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
KM,KM,93,KR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMKR31FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,KR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMKR61FL.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
KM,KM,93,MR,31,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMMR31FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,MR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMMR61FL.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
KM,KM,93,PR,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMPR32FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,PR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMPR61FL.zip&Tp=1&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
KM,KM,93,WI,32,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMWI32FL.zip&Tp=1&Ctry_Code=KM&surv_id=93&dm=1&dmode=nm
KM,KM,443,GE,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=KMGE61FL.zip&Tp=2&Ctry_Code=KM&surv_id=443&dm=1&dmode=nm
CG,CG,267,BR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGBR51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,388,BR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGBR61FL.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm
CG,CG,267,CR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGCR51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,388,CR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGCR61FL.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm
CG,CG,267,HR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHR51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,370,HR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHR5AFL.zip&Tp=1&Ctry_Code=CG&surv_id=370&dm=1&dmode=nm
CG,CG,388,HR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHR61FL.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm
CG,CG,267,HW,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGHW51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,267,IR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGIR51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,370,IR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGIR5AFL.zip&Tp=1&Ctry_Code=CG&surv_id=370&dm=1&dmode=nm
CG,CG,388,IR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGIR61FL.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm
CG,CG,267,KR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGKR51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,388,KR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGKR61FL.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm
CG,CG,267,MR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGMR51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,388,MR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGMR61FL.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm
CG,CG,267,PR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGPR51FL.zip&Tp=1&Ctry_Code=CG&surv_id=267&dm=1&dmode=nm
CG,CG,370,PR,5A,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGPR5AFL.zip&Tp=1&Ctry_Code=CG&surv_id=370&dm=1&dmode=nm
CG,CG,388,PR,61,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CGPR61FL.zip&Tp=1&Ctry_Code=CG&surv_id=388&dm=1&dmode=nm
CD,CD,239,BR,51,https://www.dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=CDBR51FL.zip&Tp=1&Ctry_Code=CD&surv_id=239&dm=1&dmode=nm
